text_title,start_file,f_jg,f_nr,start_page_value,start_page,year,month,day,end_file,end_page,date,node_count,title_id,par_id
Antialkoholiker. (Antialkoholisches aus dem »Arbeiterheim«),FK-04-129_n0026.xml,04,129,n0026,26,1903,02,11,1903-02-11,FK-04-129_n0026.xml,26,213,text__tid_02898.xml,pr28849
Coulissier. (Wilbrandt’s Burgtheatererinnerungen),FK-04-129_n0026.xml,04,129,n0026,26,1903,02,11,1903-02-11,FK-04-129_n0026.xml,26,713,text__tid_02899.xml,pr28852
Leitung des Conservatoriums. (Von der Schauspielschule des Conservatoriums),FK-04-129_n0027.xml,04,129,n0027,27,1903,02,11,1903-02-11,FK-04-129_n0027.xml,27,454,text__tid_02900.xml,pr28855
"Maler. (Servaes, der Seher)",FK-04-129_n0027.xml,04,129,n0027,27,1903,02,11,1903-02-11,FK-04-129_n0027.xml,27,601,text__tid_02901.xml,pr28858
»Hof-Etiquette«. (»Hof-Etiquette«.),FK-04-129_n0027.xml,04,129,n0027,27,1903,02,11,1903-02-11,FK-04-129_n0027.xml,27,79,text__tid_02902.xml,pr28861
Domino. (Die Kopfredoute),FK-04-129_n0028.xml,04,129,n0028,28,1903,02,11,1903-02-11,FK-04-129_n0028.xml,28,915,text__tid_02903.xml,pr28864
Mehreren Fragern. (Unerlaubter Nachdruck),FK-04-129_n0028.xml,04,129,n0028,28,1903,02,11,1903-02-11,FK-04-129_n0028.xml,28,176,text__tid_02904.xml,pr28867
Die Pressreform,FK-04-130_n0001.xml,04,130,n0001,1,1903,02,21,1903-02-21,FK-04-130_n0004.xml,4,2039,text__tid_02905.xml,pr28956
Zuckerparlamentarier,FK-04-130_n0004.xml,04,130,n0004,4,1903,02,21,1903-02-21,FK-04-130_n0004.xml,4,453,text__tid_02906.xml,pr28959
Information oder Corruption?,FK-04-130_n0005.xml,04,130,n0005,5,1903,02,21,1903-02-21,FK-04-130_n0007.xml,7,1636,text__tid_02907.xml,pr28963
Der Anticorruptionist Alexander Scharf oder: Eine Rechnung nach Adam Riese,FK-04-130_n0007.xml,04,130,n0007,7,1903,02,21,1903-02-21,FK-04-130_n0008.xml,8,936,text__tid_02908.xml,pr28966
Die Gemüthsstimmung eines Criminalisten,FK-04-130_n0008.xml,04,130,n0008,8,1903,02,21,1903-02-21,FK-04-130_n0009.xml,9,775,text__tid_02909.xml,pr28970
Eingestellt!,FK-04-130_n0009.xml,04,130,n0009,9,1903,02,21,1903-02-21,FK-04-130_n0009.xml,9,201,text__tid_02910.xml,pr28974
Der Hofadvocat,FK-04-130_n0009.xml,04,130,n0009,9,1903,02,21,1903-02-21,FK-04-130_n0009.xml,9,98,text__tid_02911.xml,pr28977
Die Kanonade von Solferino. Von Professor Victor Loos,FK-04-130_n0010.xml,04,130,n0010,10,1903,02,21,1903-02-21,FK-04-130_n0012.xml,12,1737,text__tid_02912.xml,pr28982
Der 2000. Hirsch,FK-04-130_n0012.xml,04,130,n0012,12,1903,02,21,1903-02-21,FK-04-130_n0013.xml,13,422,text__tid_02913.xml,pr28990
Ein freimaurerisches Inserat,FK-04-130_n0013.xml,04,130,n0013,13,1903,02,21,1903-02-21,FK-04-130_n0013.xml,13,278,text__tid_02914.xml,pr28993
Unsere Kirchenmusik,FK-04-130_n0014.xml,04,130,n0014,14,1903,02,21,1903-02-21,FK-04-130_n0015.xml,15,909,text__tid_02915.xml,pr29001
Ein Mitarbeiter des ‚Don Quixote‘ (Mit einem Briefe Houston Stewart Chamberlain’s an den Herausgeber der ‚Fackel‘),FK-04-130_n0015.xml,04,130,n0015,15,1903,02,21,1903-02-21,FK-04-130_n0015.xml,15,49,text__tid_02916.xml,pr29005
‚Zeit‘-Genosse. (Analphabetisches aus der ‚Zeit‘),FK-04-130_n0019.xml,04,130,n0019,19,1903,02,21,1903-02-21,FK-04-130_n0020.xml,20,1068,text__tid_02918.xml,pr29027
Marineur in Berlin. (Die Marineure der Steyrermühl),FK-04-130_n0020.xml,04,130,n0020,20,1903,02,21,1903-02-21,FK-04-130_n0021.xml,21,1049,text__tid_02919.xml,pr29030
Scherenschleifer. (Die Schere des Lippowitz),FK-04-130_n0021.xml,04,130,n0021,21,1903,02,21,1903-02-21,FK-04-130_n0022.xml,22,1589,text__tid_02920.xml,pr29033
Jurist. (Aus dem Gerichtssaal),FK-04-130_n0023.xml,04,130,n0023,23,1903,02,21,1903-02-21,FK-04-130_n0023.xml,23,398,text__tid_02921.xml,pr29036
Knigge-Kenner. (Umgang mit Journalisten),FK-04-130_n0023.xml,04,130,n0023,23,1903,02,21,1903-02-21,FK-04-130_n0024.xml,24,833,text__tid_02922.xml,pr29039
Gynäkolog. (La Métairie),FK-04-130_n0024.xml,04,130,n0024,24,1903,02,21,1903-02-21,FK-04-130_n0024.xml,24,133,text__tid_02923.xml,pr29042
Maler. (Holofernes und Servaes),FK-04-130_n0024.xml,04,130,n0024,24,1903,02,21,1903-02-21,FK-04-130_n0024.xml,24,1033,text__tid_02924.xml,pr29045
Die österreichische Folter (Hugo Wolf),FK-04-131_n0001.xml,04,131,n0001,1,1903,03,4,1903-03-4,FK-04-131_n0004.xml,4,1819,text__tid_02925.xml,pr29133
"Lueger, Rothschild-Militär und innerer Feind",FK-04-131_n0004.xml,04,131,n0004,4,1903,03,4,1903-03-4,FK-04-131_n0005.xml,5,678,text__tid_02926.xml,pr29206
Die Berufung auf Schiller,FK-04-131_n0005.xml,04,131,n0005,5,1903,03,4,1903-03-4,FK-04-131_n0006.xml,6,553,text__tid_02927.xml,pr29210
Der Run auf die böhmische Sparcasse,FK-04-131_n0006.xml,04,131,n0006,6,1903,03,4,1903-03-4,FK-04-131_n0007.xml,7,734,text__tid_02928.xml,pr29213
"Neuda, Ofenheim und Lamezan",FK-04-131_n0009.xml,04,131,n0009,9,1903,03,4,1903-03-4,FK-04-131_n0010.xml,10,887,text__tid_02929.xml,pr29232
Banken und Presse,FK-04-131_n0010.xml,04,131,n0010,10,1903,03,4,1903-03-4,FK-04-131_n0010.xml,10,570,text__tid_02930.xml,pr29236
Ein socialpolitisches Organ,FK-04-131_n0010.xml,04,131,n0010,10,1903,03,4,1903-03-4,FK-04-131_n0013.xml,13,2140,text__tid_02931.xml,pr29244
Ein Nachruf für Hugo Wolf,FK-04-131_n0013.xml,04,131,n0013,13,1903,03,4,1903-03-4,FK-04-131_n0015.xml,15,1152,text__tid_02932.xml,pr29254
Der ewige „Frühling“,FK-04-131_n0015.xml,04,131,n0015,15,1903,03,4,1903-03-4,FK-04-131_n0015.xml,15,294,text__tid_02933.xml,pr29257
Ein sinngemäßer Druckfehler,FK-04-131_n0015.xml,04,131,n0015,15,1903,03,4,1903-03-4,FK-04-131_n0016.xml,16,269,text__tid_02934.xml,pr29261
Wie sich der Dieb selbst verrieth,FK-04-131_n0016.xml,04,131,n0016,16,1903,03,4,1903-03-4,FK-04-131_n0016.xml,16,528,text__tid_02935.xml,pr29265
"Was Lippowitz & Co. alles ausschneiden, alles vermitteln und was sie unter „Diebstahl geistigen Eigenthums“ verstehen",FK-04-131_n0016.xml,04,131,n0016,16,1903,03,4,1903-03-4,FK-04-131_n0017.xml,17,543,text__tid_02936.xml,pr29269
Die Bagage Louisens von Toscana,FK-04-131_n0018.xml,04,131,n0018,18,1903,03,4,1903-03-4,FK-04-131_n0018.xml,18,137,text__tid_02938.xml,pr29294
Neugieriger. (Noch einmal die Ehrenerklärung des Rabbi Bloch),FK-04-131_n0018.xml,04,131,n0018,18,1903,03,4,1903-03-4,FK-04-131_n0021.xml,21,3721,text__tid_02940.xml,pr29301
Criminalist. (Zum Falle Brix),FK-04-131_n0021.xml,04,131,n0021,21,1903,03,4,1903-03-4,FK-04-131_n0022.xml,22,529,text__tid_02941.xml,pr29304
Historiker. (Aus dem Blute Josefs II.),FK-04-131_n0022.xml,04,131,n0022,22,1903,03,4,1903-03-4,FK-04-131_n0022.xml,22,399,text__tid_02942.xml,pr29307
Nationalökonom.  (Die Schaffung großer Vermögen),FK-04-131_n0022.xml,04,131,n0022,22,1903,03,4,1903-03-4,FK-04-131_n0023.xml,23,773,text__tid_02943.xml,pr29310
Reisender. (Die Unsicherheit auf den böhmischen Bahnen),FK-04-131_n0023.xml,04,131,n0023,23,1903,03,4,1903-03-4,FK-04-131_n0023.xml,23,322,text__tid_02944.xml,pr29313
Gschaftlhuber. (Herr Alfred Kirchhoff aus Berlin),FK-04-131_n0023.xml,04,131,n0023,23,1903,03,4,1903-03-4,FK-04-131_n0023.xml,23,201,text__tid_02945.xml,pr29316
Schmock. (Ein Pressbankett),FK-04-131_n0023.xml,04,131,n0023,23,1903,03,4,1903-03-4,FK-04-131_n0024.xml,24,1404,text__tid_02946.xml,pr29319
Satiriker. (Der Zeichner der Zeit),FK-04-131_n0024.xml,04,131,n0024,24,1903,03,4,1903-03-4,FK-04-131_n0025.xml,25,347,text__tid_02947.xml,pr29322
Schneiderin. (Die armen Frauen!),FK-04-131_n0025.xml,04,131,n0025,25,1903,03,4,1903-03-4,FK-04-131_n0025.xml,25,458,text__tid_02948.xml,pr29325
Beamter. (Vom Beamten-Verein),FK-04-131_n0025.xml,04,131,n0025,25,1903,03,4,1903-03-4,FK-04-131_n0025.xml,25,182,text__tid_02949.xml,pr29328
Habitué. (Burckhard und Thimig),FK-04-131_n0025.xml,04,131,n0025,25,1903,03,4,1903-03-4,FK-04-131_n0026.xml,26,531,text__tid_02950.xml,pr29331
Trebitsch-Enthusiast. (Mehr Trebitsch!),FK-04-131_n0026.xml,04,131,n0026,26,1903,03,4,1903-03-4,FK-04-131_n0026.xml,26,394,text__tid_02951.xml,pr29334
Leser. (Der geistreiche und der geistlose Spitzer),FK-04-131_n0026.xml,04,131,n0026,26,1903,03,4,1903-03-4,FK-04-131_n0026.xml,26,293,text__tid_02952.xml,pr29337
Sammler. (Aus meiner Sammlung),FK-04-131_n0026.xml,04,131,n0026,26,1903,03,4,1903-03-4,FK-04-131_n0027.xml,27,1058,text__tid_02953.xml,pr29340
Dankbarer Leser. (Eine interessante Nachricht),FK-04-131_n0027.xml,04,131,n0027,27,1903,03,4,1903-03-4,FK-04-131_n0027.xml,27,85,text__tid_02954.xml,pr29343
Eingeweihter. (Ein fixer Correspondent),FK-04-131_n0027.xml,04,131,n0027,27,1903,03,4,1903-03-4,FK-04-131_n0028.xml,28,548,text__tid_02955.xml,pr29346
Wiener. (Der ‚Feuerschein‘ ist todt),FK-04-131_n0028.xml,04,131,n0028,28,1903,03,4,1903-03-4,FK-04-131_n0028.xml,28,776,text__tid_02956.xml,pr29349
Mittheilung des Verlages,FK-04-131_n0028.xml,04,131,n0028,28,1903,03,4,1903-03-4,FK-04-131_n0028.xml,28,47,text__tid_02957.xml,pr29353
Galgótzy und Parlament,FK-04-132_n0001.xml,04,132,n0001,1,1903,03,14,1903-03-14,FK-04-132_n0004.xml,4,2011,text__tid_02958.xml,pr29444
Ein socialpolitisches Organ,FK-04-132_n0004.xml,04,132,n0004,4,1903,03,14,1903-03-14,FK-04-132_n0006.xml,6,2010,text__tid_02959.xml,pr29450
Die Atmosphäre im Schwurgerichtssaal,FK-04-132_n0016.xml,04,132,n0016,16,1903,03,14,1903-03-14,FK-04-132_n0017.xml,17,1045,text__tid_02960.xml,pr29477
Antisemitische Gasuhren. Von Prof. Victor Loos,FK-04-132_n0018.xml,04,132,n0018,18,1903,03,14,1903-03-14,FK-04-132_n0020.xml,20,1902,text__tid_02961.xml,pr29480
Ehrennothwehr,FK-04-132_n0020.xml,04,132,n0020,20,1903,03,14,1903-03-14,FK-04-132_n0022.xml,22,863,text__tid_02962.xml,pr29487
College Heinze,FK-04-132_n0022.xml,04,132,n0022,22,1903,03,14,1903-03-14,FK-04-132_n0022.xml,22,642,text__tid_02963.xml,pr29494
Der Gewohnheitsdieb (Diebs-Anzeiger.),FK-04-132_n0023.xml,04,132,n0023,23,1903,03,14,1903-03-14,FK-04-132_n0023.xml,23,415,text__tid_02964.xml,pr29497
Hugo Wolf und Max Schlesinger,FK-04-132_n0023.xml,04,132,n0023,23,1903,03,14,1903-03-14,FK-04-132_n0024.xml,24,703,text__tid_02965.xml,pr29511
Dialoge,FK-04-132_n0024.xml,04,132,n0024,24,1903,03,14,1903-03-14,FK-04-132_n0024.xml,24,358,text__tid_02966.xml,pr29514
Die beruhigten Graslitzer,FK-04-132_n0025.xml,04,132,n0025,25,1903,03,14,1903-03-14,FK-04-132_n0025.xml,25,107,text__tid_02968.xml,pr29531
Criminalist. (Die Pflicht des Staatsbürgers),FK-04-132_n0025.xml,04,132,n0025,25,1903,03,14,1903-03-14,FK-04-132_n0026.xml,26,308,text__tid_02970.xml,pr29541
Verblüffter Leser der ‚Neuen Freien Presse‘. (Gegen den Adel),FK-04-132_n0026.xml,04,132,n0026,26,1903,03,14,1903-03-14,FK-04-132_n0026.xml,26,361,text__tid_02971.xml,pr29544
Habitué. (Zwei Franzosen),FK-04-132_n0026.xml,04,132,n0026,26,1903,03,14,1903-03-14,FK-04-132_n0026.xml,26,599,text__tid_02972.xml,pr29547
Maler. (Von Böcklin’s »Judith«),FK-04-132_n0026.xml,04,132,n0026,26,1903,03,14,1903-03-14,FK-04-132_n0027.xml,27,924,text__tid_02973.xml,pr29550
Musiker. (Hermann Bahr über Hugo Wolf),FK-04-132_n0027.xml,04,132,n0027,27,1903,03,14,1903-03-14,FK-04-132_n0027.xml,27,349,text__tid_02974.xml,pr29553
Chronist. (Röntgen-Augen),FK-04-132_n0027.xml,04,132,n0027,27,1903,03,14,1903-03-14,FK-04-132_n0028.xml,28,434,text__tid_02975.xml,pr29556
Philanthrop. (Einem Philanthropen),FK-04-132_n0028.xml,04,132,n0028,28,1903,03,14,1903-03-14,FK-04-132_n0028.xml,28,725,text__tid_02976.xml,pr29559
Westeuropäer. (Westeuropäisches),FK-04-132_n0028.xml,04,132,n0028,28,1903,03,14,1903-03-14,FK-04-132_n0028.xml,28,54,text__tid_02977.xml,pr29562
Theaterleute und Zeitungsleute,FK-04-133_n0001.xml,04,133,n0001,1,1903,03,26,1903-03-26,FK-04-133_n0004.xml,4,2270,text__tid_02978.xml,pr29651
Der Bauernfeldpreis,FK-04-133_n0004.xml,04,133,n0004,4,1903,03,26,1903-03-26,FK-04-133_n0006.xml,6,1487,text__tid_02979.xml,pr29655
Die Zinsfußermäßigungen des Beamten-Vereins,FK-04-133_n0007.xml,04,133,n0007,7,1903,03,26,1903-03-26,FK-04-133_n0010.xml,10,2548,text__tid_02980.xml,pr29660
Die Verstaatlichung der Nordbahn,FK-04-133_n0010.xml,04,133,n0010,10,1903,03,26,1903-03-26,FK-04-133_n0011.xml,11,797,text__tid_02981.xml,pr29665
Herr Dr. Baernreither und die ‚Neue Freie Presse‘,FK-04-133_n0012.xml,04,133,n0012,12,1903,03,26,1903-03-26,FK-04-133_n0013.xml,13,840,text__tid_02982.xml,pr29674
Ein neuer Inseratentarif,FK-04-133_n0014.xml,04,133,n0014,14,1903,03,26,1903-03-26,FK-04-133_n0016.xml,16,1555,text__tid_02983.xml,pr29678
Die ‚Zeit‘ und die Aerztekammer,FK-04-133_n0016.xml,04,133,n0016,16,1903,03,26,1903-03-26,FK-04-133_n0018.xml,18,1412,text__tid_02984.xml,pr29682
Drahtlose Telegraphie,FK-04-133_n0018.xml,04,133,n0018,18,1903,03,26,1903-03-26,FK-04-133_n0019.xml,19,661,text__tid_02985.xml,pr29687
Fauler Lagunenzauber,FK-04-133_n0019.xml,04,133,n0019,19,1903,03,26,1903-03-26,FK-04-133_n0020.xml,20,1053,text__tid_02986.xml,pr29696
Culturactuelles,FK-04-133_n0020.xml,04,133,n0020,20,1903,03,26,1903-03-26,FK-04-133_n0021.xml,21,588,text__tid_02987.xml,pr29699
Herr Bitterlich,FK-04-133_n0021.xml,04,133,n0021,21,1903,03,26,1903-03-26,FK-04-133_n0022.xml,22,595,text__tid_02988.xml,pr29706
Die neue Orthographie (Ein zeitgemäßes Citat),FK-04-133_n0022.xml,04,133,n0022,22,1903,03,26,1903-03-26,FK-04-133_n0023.xml,23,949,text__tid_02989.xml,pr29710
Ein Circular,FK-04-133_n0023.xml,04,133,n0023,23,1903,03,26,1903-03-26,FK-04-133_n0023.xml,23,173,text__tid_02990.xml,pr29717
Stücke im Arbeitermilieu,FK-04-133_n0024.xml,04,133,n0024,24,1903,03,26,1903-03-26,FK-04-133_n0024.xml,24,101,text__tid_02991.xml,pr29727
Wiener Musikkritiker untereinander,FK-04-133_n0024.xml,04,133,n0024,24,1903,03,26,1903-03-26,FK-04-133_n0024.xml,24,128,text__tid_02992.xml,pr29733
Mehreren Fragern. (Vom »Opfer der Socialpolitik«),FK-04-133_n0024.xml,04,133,n0024,24,1903,03,26,1903-03-26,FK-04-133_n0025.xml,25,633,text__tid_02994.xml,pr29745
Criminalist. (Die Geschwornen),FK-04-133_n0025.xml,04,133,n0025,25,1903,03,26,1903-03-26,FK-04-133_n0025.xml,25,320,text__tid_02995.xml,pr29748
Historiker. (Die Lamezan-Nachrufe),FK-04-133_n0025.xml,04,133,n0025,25,1903,03,26,1903-03-26,FK-04-133_n0025.xml,25,201,text__tid_02996.xml,pr29751
Humorist. (Ein gemüthvolles Blatt),FK-04-133_n0025.xml,04,133,n0025,25,1903,03,26,1903-03-26,FK-04-133_n0025.xml,25,156,text__tid_02997.xml,pr29754
Diplomat. (Bülow’s Buffet),FK-04-133_n0025.xml,04,133,n0025,25,1903,03,26,1903-03-26,FK-04-133_n0026.xml,26,1009,text__tid_02998.xml,pr29757
Scherensehleifer. (Die Immunisierung des Kindes),FK-04-133_n0026.xml,04,133,n0026,26,1903,03,26,1903-03-26,FK-04-133_n0027.xml,27,451,text__tid_02999.xml,pr29760
Neugieriger. (Eine boshafte Anrede),FK-04-133_n0027.xml,04,133,n0027,27,1903,03,26,1903-03-26,FK-04-133_n0027.xml,27,141,text__tid_03000.xml,pr29763
Scharfrichter. (Zwei Versionen),FK-04-133_n0027.xml,04,133,n0027,27,1903,03,26,1903-03-26,FK-04-133_n0027.xml,27,287,text__tid_03001.xml,pr29766
Juror. (Ein Kenner),FK-04-133_n0027.xml,04,133,n0027,27,1903,03,26,1903-03-26,FK-04-133_n0027.xml,27,256,text__tid_03002.xml,pr29778
Zoolog. (Reform der österreichischen Zoologie),FK-04-133_n0027.xml,04,133,n0027,27,1903,03,26,1903-03-26,FK-04-133_n0028.xml,28,658,text__tid_03003.xml,pr29781
Wiener. (Maxim und Mozart),FK-04-133_n0028.xml,04,133,n0028,28,1903,03,26,1903-03-26,FK-04-133_n0028.xml,28,349,text__tid_03004.xml,pr29784
Mittheilung des Verlages,FK-04-133_n0028.xml,04,133,n0028,28,1903,03,26,1903-03-26,FK-04-133_n0028.xml,28,131,text__tid_03005.xml,pr29788
Der immune Verantwortliche,FK-04-134_n0001.xml,04,134,n0001,1,1903,04,6,1903-04-6,FK-04-134_n0001.xml,1,377,text__tid_03006.xml,pr29879
Richtermangel und Richterüberfluss.,FK-04-134_n0001.xml,04,134,n0001,1,1903,04,6,1903-04-6,FK-04-134_n0005.xml,5,2462,text__tid_03007.xml,pr29883
Vom Duell,FK-04-134_n0005.xml,04,134,n0005,5,1903,04,6,1903-04-6,FK-04-134_n0011.xml,11,3663,text__tid_03008.xml,pr29896
Hungarica,FK-04-134_n0011.xml,04,134,n0011,11,1903,04,6,1903-04-6,FK-04-134_n0012.xml,12,950,text__tid_03009.xml,pr29909
Ein socialpolitisches Organ,FK-04-134_n0012.xml,04,134,n0012,12,1903,04,6,1903-04-6,FK-04-134_n0015.xml,15,2420,text__tid_03010.xml,pr29914
Brieflich ordinierende Aerzte,FK-04-134_n0018.xml,04,134,n0018,18,1903,04,6,1903-04-6,FK-04-134_n0019.xml,19,633,text__tid_03011.xml,pr29928
Die Advocatur unserer Zeit,FK-04-134_n0020.xml,04,134,n0020,20,1903,04,6,1903-04-6,FK-04-134_n0022.xml,22,1961,text__tid_03012.xml,pr29944
Ein crasser Fall von Schmutzconcurrenz,FK-04-134_n0022.xml,04,134,n0022,22,1903,04,6,1903-04-6,FK-04-134_n0023.xml,23,445,text__tid_03013.xml,pr29950
Zwei Standpunkte,FK-04-134_n0023.xml,04,134,n0023,23,1903,04,6,1903-04-6,FK-04-134_n0023.xml,23,190,text__tid_03014.xml,pr29964
Isadora Duncan,FK-04-134_n0023.xml,04,134,n0023,23,1903,04,6,1903-04-6,FK-04-134_n0024.xml,24,560,text__tid_03015.xml,pr29978
Was man in Berlin für ein Wunder ansieht,FK-04-134_n0024.xml,04,134,n0024,24,1903,04,6,1903-04-6,FK-04-134_n0024.xml,24,107,text__tid_03016.xml,pr29996
Clericaler. (Concordat und Concordia),FK-04-134_n0025.xml,04,134,n0025,25,1903,04,6,1903-04-6,FK-04-134_n0027.xml,27,2553,text__tid_03018.xml,pr30006
Criminalist. (Der Dieb von St. Stephan),FK-04-134_n0027.xml,04,134,n0027,27,1903,04,6,1903-04-6,FK-04-134_n0028.xml,28,1413,text__tid_03019.xml,pr30009
Politiker. (Amerikanisches Obst),FK-04-134_n0028.xml,04,134,n0028,28,1903,04,6,1903-04-6,FK-04-134_n0028.xml,28,116,text__tid_03020.xml,pr30012
Spiritist. (Der Fall Rothe),FK-04-134_n0028.xml,04,134,n0028,28,1903,04,6,1903-04-6,FK-04-134_n0029.xml,29,846,text__tid_03021.xml,pr30015
Gaswerksingenieur. (Antisemitische Gasuhren),FK-04-134_n0029.xml,04,134,n0029,29,1903,04,6,1903-04-6,FK-04-134_n0030.xml,30,1091,text__tid_03022.xml,pr30018
Tanzende Schmöcke. (Sic transit gloria mundi),FK-04-134_n0030.xml,04,134,n0030,30,1903,04,6,1903-04-6,FK-04-134_n0031.xml,31,920,text__tid_03023.xml,pr30021
Balletonkel. (Die russische Tänzerin),FK-04-134_n0031.xml,04,134,n0031,31,1903,04,6,1903-04-6,FK-04-134_n0031.xml,31,281,text__tid_03024.xml,pr30024
Höfling. (Stilleben in Lindau),FK-04-134_n0031.xml,04,134,n0031,31,1903,04,6,1903-04-6,FK-04-134_n0031.xml,31,727,text__tid_03025.xml,pr30027
Portier. (Ein Meinungsreisender),FK-04-134_n0031.xml,04,134,n0031,31,1903,04,6,1903-04-6,FK-04-134_n0032.xml,32,297,text__tid_03026.xml,pr30030
Sammler. (Aus meiner Sammlung),FK-04-134_n0032.xml,04,134,n0032,32,1903,04,6,1903-04-6,FK-04-134_n0032.xml,32,460,text__tid_03027.xml,pr30033
Habitué. (Die Kleinen und die Großen),FK-04-134_n0032.xml,04,134,n0032,32,1903,04,6,1903-04-6,FK-04-134_n0032.xml,32,369,text__tid_03028.xml,pr30036
‚Zeit‘-Genosse. (Eine Neuerung),FK-04-134_n0032.xml,04,134,n0032,32,1903,04,6,1903-04-6,FK-04-134_n0032.xml,32,136,text__tid_03029.xml,pr30039
Bartmann und Kleeborn,FK-05-135_n0001.xml,05,135,n0001,1,1903,04,16,1903-04-16,FK-05-135_n0003.xml,3,1630,text__tid_03030.xml,pr30128
»Glänzender Verdienst«,FK-05-135_n0003.xml,05,135,n0003,3,1903,04,16,1903-04-16,FK-05-135_n0005.xml,5,1270,text__tid_03032.xml,pr30133
die Inserate der » Victoria «,FK-05-135_n0005.xml,05,135,n0005,5,1903,04,16,1903-04-16,FK-05-135_n0008.xml,8,2119,text__tid_03033.xml,pr30136_b
verbotene Heilmittel,FK-05-135_n0008.xml,05,135,n0008,8,1903,04,16,1903-04-16,FK-05-135_n0009.xml,9,741,text__tid_03034.xml,pr30141
Heiratsschwindel,FK-05-135_n0009.xml,05,135,n0009,9,1903,04,16,1903-04-16,FK-05-135_n0010.xml,10,412,text__tid_03035.xml,pr30144
das kunstkritische Inserat,FK-05-135_n0010.xml,05,135,n0010,10,1903,04,16,1903-04-16,FK-05-135_n0012.xml,12,1729,text__tid_03036.xml,pr30147
Versenkte Millionen. Von Professor Victor Loos,FK-05-135_n0012.xml,05,135,n0012,12,1903,04,16,1903-04-16,FK-05-135_n0015.xml,15,2331,text__tid_03037.xml,pr30151
Eine merkwürdige Geschichte,FK-05-135_n0015.xml,05,135,n0015,15,1903,04,16,1903-04-16,FK-05-135_n0016.xml,16,1336,text__tid_03038.xml,pr30158
Ein socialpolitisches Organ,FK-05-135_n0017.xml,05,135,n0017,17,1903,04,16,1903-04-16,FK-05-135_n0020.xml,20,2864,text__tid_03039.xml,pr30164
Literaturförderung,FK-05-135_n0021.xml,05,135,n0021,21,1903,04,16,1903-04-16,FK-05-135_n0024.xml,24,3091,text__tid_03040.xml,pr30181
Themis spielt Blindekuh,FK-05-135_n0024.xml,05,135,n0024,24,1903,04,16,1903-04-16,FK-05-135_n0024.xml,24,211,text__tid_03041.xml,pr30187
Ein umfassendes Geständnis,FK-05-135_n0024.xml,05,135,n0024,24,1903,04,16,1903-04-16,FK-05-135_n0025.xml,25,192,text__tid_03042.xml,pr30194
Reptil. (Koerber’s Ostern),FK-05-135_n0025.xml,05,135,n0025,25,1903,04,16,1903-04-16,FK-05-135_n0025.xml,25,533,text__tid_03044.xml,pr30204
Leser. (Ein Wiener),FK-05-135_n0025.xml,05,135,n0025,25,1903,04,16,1903-04-16,FK-05-135_n0026.xml,26,805,text__tid_03045.xml,pr30207
Literat. (Heimatkunst),FK-05-135_n0026.xml,05,135,n0026,26,1903,04,16,1903-04-16,FK-05-135_n0026.xml,26,294,text__tid_03046.xml,pr30210
Spassvogel. (Aprilscherze),FK-05-135_n0026.xml,05,135,n0026,26,1903,04,16,1903-04-16,FK-05-135_n0027.xml,27,955,text__tid_03047.xml,pr30213
Politiker. (Galizisches),FK-05-135_n0027.xml,05,135,n0027,27,1903,04,16,1903-04-16,FK-05-135_n0027.xml,27,582,text__tid_03048.xml,pr30216
Märchenerzähler. (Ein Märchen),FK-05-135_n0027.xml,05,135,n0027,27,1903,04,16,1903-04-16,FK-05-135_n0028.xml,28,681,text__tid_03049.xml,pr30219
Naturforscher. (Der Original-Doctor),FK-05-135_n0028.xml,05,135,n0028,28,1903,04,16,1903-04-16,FK-05-135_n0028.xml,28,240,text__tid_03050.xml,pr30222
Archaeolog. (Eine verspätete Neuigkeit),FK-05-135_n0028.xml,05,135,n0028,28,1903,04,16,1903-04-16,FK-05-135_n0029.xml,29,489,text__tid_03051.xml,pr30225
Gebildeter. (Gebildetes),FK-05-135_n0029.xml,05,135,n0029,29,1903,04,16,1903-04-16,FK-05-135_n0029.xml,29,254,text__tid_03052.xml,pr30228
Passant. (Pleitegeier und Paprika),FK-05-135_n0029.xml,05,135,n0029,29,1903,04,16,1903-04-16,FK-05-135_n0029.xml,29,838,text__tid_03053.xml,pr30231
Publicum. (Meinungsverschiedenheit),FK-05-135_n0030.xml,05,135,n0030,30,1903,04,16,1903-04-16,FK-05-135_n0030.xml,30,284,text__tid_03054.xml,pr30234
Mathematiker. (Eine mathematische Entdeckung),FK-05-135_n0030.xml,05,135,n0030,30,1903,04,16,1903-04-16,FK-05-135_n0031.xml,31,488,text__tid_03055.xml,pr30247
Humorist. (Ein Kreuzer für Zion!),FK-05-135_n0031.xml,05,135,n0031,31,1903,04,16,1903-04-16,FK-05-135_n0031.xml,31,140,text__tid_03056.xml,pr30250
Genealog. (Genealogisches),FK-05-135_n0031.xml,05,135,n0031,31,1903,04,16,1903-04-16,FK-05-135_n0031.xml,31,527,text__tid_03057.xml,pr30253
Garderobière. (Gottidee und Weltidee),FK-05-135_n0031.xml,05,135,n0031,31,1903,04,16,1903-04-16,FK-05-135_n0031.xml,31,213,text__tid_03058.xml,pr30256
Berichtigung,FK-05-135_n0031.xml,05,135,n0031,31,1903,04,16,1903-04-16,FK-05-135_n0031.xml,31,217,text__tid_03059.xml,pr30260
